resource	comparison	marker_jaccard
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0625
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.08333333333333333
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.047619047619047616
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.16666666666666666
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.5714285714285714
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.1
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.07142857142857142
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.3
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.14285714285714285
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.6666666666666666
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.07142857142857142
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0625
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.14285714285714285
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.07692307692307693
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.17647058823529413
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.2
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.2222222222222222
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.14285714285714285
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0625
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.07692307692307693
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.0
CAP ontology	Random different labels	0.07692307692307693
CAP ontology	Random different labels	0.0
