set_name	color_class	genes	match_rule	matched_genes	matched_gene_count	component	dominant_module	source_corpus	paper_key	cell_type	normalized_cell_type	n_markers	marker_names
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	at least 2	TNFRSF9; TNFRSF4	2			hca	hca:0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	CD4+ TREG	CD 4 TREG	7	TNFRSF9;IFIT3;ISG20;IFIT1;IFITM1;TNFRSF4;TNFRSF18
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	at least 2	BATF; TNFRSF4	2	2.0	Regulatory	hca	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	TREG	TREG	8	IKZF2;FOXP3;IL2RA;BATF;CTLA4;TNFRSF4;TNFRSF18;LAYN
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	at least 2	TNFRSF9; TNFRSF4	2			biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	TREG.2	TREG 2	16	TNFRSF1B;TNFRSF9;FOXP3;PKM;ENO1;LAG3;GAPDH;LDHA;HAVCR2;CTLA4;ICOS;LAIR2;TIGIT;TNFRSF4;TNFRSF18;PDCD1
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	all	TNFRSF9; BATF; TNFRSF4	3			hca	hca:0366_10.1038_s41467-021-22164-6_097f05776f	TREG	TREG	19	TNFRSF9;FOXP3;PRDM1;TOX2;IL6ST;IL2RA;IL10;ENTPD1;BATF;CTLA4;ICOS;LAIR2;GLRX;MAF;TIGIT;TNFRSF4;PDCD1;TOX;GPX1
CD8 orange marker	label enriched	CD8B	any	CD8B	1	4.0	Other	hca	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	CD4 AND CD8 T CELLS	CD 4 AND CD 8 T CELLS	6	CD40LG;CD8A;CD3D;CD8B;CD3E;CD3G
CD8 orange marker	label enriched	CD8B	any	CD8B	1			biorxiv	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	CD8+ T CELL	CD 8 T CELL	3	GZMK;CD8A;CD8B
CD8 orange marker	label enriched	CD8B	any	CD8B	1			hca	hca:0100_10.1038_s41467-021-22804-x_e7667133b9	CD8+ T CELL	CD 8 T CELL	6	KMT2C;KMT2A;CD8A;CD8B;CD7;CD3E
CD8 orange marker	label enriched	CD8B	any	CD8B	1			hca	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	CD8+ T CELL	CD 8 T CELL	18	RHOA;ACTB;PTPN6;ZAP70;ITGA4;CALL;ITGB1;CD8A;PDIA3;CD3D;IL7R;CD8B;PPP1CA;GRB2;CD247;CD3E;LYN;CD3G
CD8 orange marker	label enriched	CD8B	any	CD8B	1			biorxiv	biorxiv:c3556304-707d-1014-b47e-8d7767eb41eb	CD8+ T-CELL	CD 8 T CELL	3	GZMK;CD8A;CD8B
CD8 orange marker	label enriched	CD8B	any	CD8B	1			biorxiv	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	CYTOTOXIC EFFECTOR CD8+ T CELL	CYTOTOXIC EFFECTOR CD 8 T CELL	12	GZMH;NKG7;GZMK;PLEK;GZMA;CD8A;DUSP2;EOMES;CD8B;PRF1;CCL5;CCL4
CD8 orange marker	label enriched	CD8B	any	CD8B	1			biorxiv	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	HIGHLY EXPANDED T CELL	HIGHLY EXPANDED T CELL	14	GZMH;NKG7;LDHB;GZMK;KLRD1;GZMA;CD8A;EOMES;IL7R;CD8B;GZMM;LTB;CCL5;CCL4
CD8 orange marker	label enriched	CD8B	any	CD8B	1			biorxiv	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	T CELL CLUSTER 0	T CELL CLUSTER 0	5	NKG7;KLRC1;GZMA;CD8A;CD8B
CD8 orange marker	label enriched	CD8B	all	CD8B	1	4.0	Other	hca	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	CD4 AND CD8 T CELLS	CD 4 AND CD 8 T CELLS	6	CD40LG;CD8A;CD3D;CD8B;CD3E;CD3G
CD8 orange marker	label enriched	CD8B	all	CD8B	1			biorxiv	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	CD8+ T CELL	CD 8 T CELL	3	GZMK;CD8A;CD8B
CD8 orange marker	label enriched	CD8B	all	CD8B	1			hca	hca:0100_10.1038_s41467-021-22804-x_e7667133b9	CD8+ T CELL	CD 8 T CELL	6	KMT2C;KMT2A;CD8A;CD8B;CD7;CD3E
CD8 orange marker	label enriched	CD8B	all	CD8B	1			hca	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	CD8+ T CELL	CD 8 T CELL	18	RHOA;ACTB;PTPN6;ZAP70;ITGA4;CALL;ITGB1;CD8A;PDIA3;CD3D;IL7R;CD8B;PPP1CA;GRB2;CD247;CD3E;LYN;CD3G
CD8 orange marker	label enriched	CD8B	all	CD8B	1			biorxiv	biorxiv:c3556304-707d-1014-b47e-8d7767eb41eb	CD8+ T-CELL	CD 8 T CELL	3	GZMK;CD8A;CD8B
CD8 orange marker	label enriched	CD8B	all	CD8B	1			biorxiv	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	CYTOTOXIC EFFECTOR CD8+ T CELL	CYTOTOXIC EFFECTOR CD 8 T CELL	12	GZMH;NKG7;GZMK;PLEK;GZMA;CD8A;DUSP2;EOMES;CD8B;PRF1;CCL5;CCL4
CD8 orange marker	label enriched	CD8B	all	CD8B	1			biorxiv	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	HIGHLY EXPANDED T CELL	HIGHLY EXPANDED T CELL	14	GZMH;NKG7;LDHB;GZMK;KLRD1;GZMA;CD8A;EOMES;IL7R;CD8B;GZMM;LTB;CCL5;CCL4
CD8 orange marker	label enriched	CD8B	all	CD8B	1			biorxiv	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	T CELL CLUSTER 0	T CELL CLUSTER 0	5	NKG7;KLRC1;GZMA;CD8A;CD8B
