cluster	profile_idx	profile_uid	paper_key	cell_type	normalized_cell_type	marker_names	marker_ids
5	1645	hca|0140_10.1101_2021.03.01.21252411_572fc1288d|CD4+ T CELL	hca:0140_10.1101_2021.03.01.21252411_572fc1288d	CD4+ T CELL	CD 4 T CELL	CCR7;CD27;IL7R	ENSG00000126353;ENSG00000139193;ENSG00000168685
5	1651	hca|0142_10.1016_j.immuni.2023.01.032_b86bd8b65d|T CELL	hca:0142_10.1016_j.immuni.2023.01.032_b86bd8b65d	T CELL	T CELL	CD44;CD69;CCR7;IL7R;SELL	ENSG00000026508;ENSG00000110848;ENSG00000126353;ENSG00000168685;ENSG00000188404
5	1748	hca|0163_10.1126_sciimmunol.abb4432_91494cf647|NAÏVE/MEMORY	hca:0163_10.1126_sciimmunol.abb4432_91494cf647	NAÏVE/MEMORY	NAIVE MEMORY	TCF7;CCR7;LEF1;SELL	ENSG00000081059;ENSG00000126353;ENSG00000138795;ENSG00000188404
5	1886	hca|0207_10.1016_j.immuni.2020.11.017_b182001861|CD4+ T CELL	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	CD4+ T CELL	CD 4 T CELL	CD4;CCR7;CD3G	ENSG00000010610;ENSG00000126353;ENSG00000289746
5	1926	hca|0215_10.1038_s42003-020-01625-6_cc9e14f4ea|CD4_1	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	CD4_1	CD 4 1	TCF7;CCR7;SELL	ENSG00000081059;ENSG00000126353;ENSG00000188404
5	1927	hca|0215_10.1038_s42003-020-01625-6_cc9e14f4ea|CD4_3	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	CD4_3	CD 4 3	TCF7;CCR7;SELL	ENSG00000081059;ENSG00000126353;ENSG00000188404
5	1931	hca|0215_10.1038_s42003-020-01625-6_cc9e14f4ea|CD8_4	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	CD8_4	CD 8 4	TCF7;CCR7;SELL	ENSG00000081059;ENSG00000126353;ENSG00000188404
5	1997	hca|0233_10.1038_s41590-025-02241-4_110ace5bba|CD4 + AND CD8 + T RM CELL	hca:0233_10.1038_s41590-025-02241-4_110ace5bba	CD4 + AND CD8 + T RM CELL	CD 4 AND CD 8 T RM CELL	TCF7;ITGA6;CCR7;LEF1;SELL	ENSG00000081059;ENSG00000091409;ENSG00000126353;ENSG00000138795;ENSG00000188404
5	2091	hca|0264_10.1186_s13059-022-02677-z_ec9d743757|CD4+ MEMORY CELL	hca:0264_10.1186_s13059-022-02677-z_ec9d743757	CD4+ MEMORY CELL	CD 4 MEMORY CELL	TCF7;CCR7;SELL	ENSG00000081059;ENSG00000126353;ENSG00000188404
5	2499	hca|0354_10.1172_jci128475_002a5124c6|CD8+ T CELL	hca:0354_10.1172_jci128475_002a5124c6	CD8+ T CELL	CD 8 T CELL	TCF7;CCR7;SELL	ENSG00000081059;ENSG00000126353;ENSG00000188404
5	2591	hca|0366_10.1038_s41467-021-22164-6_097f05776f|NAÏVE CD4+ T CELL	hca:0366_10.1038_s41467-021-22164-6_097f05776f	NAÏVE CD4+ T CELL	NAIVE CD 4 T CELL	TCF7;CCR7;KLF2;LEF1;SELL	ENSG00000081059;ENSG00000126353;ENSG00000127528;ENSG00000138795;ENSG00000188404
5	2592	hca|0366_10.1038_s41467-021-22164-6_097f05776f|NAÏVE T CELLS	hca:0366_10.1038_s41467-021-22164-6_097f05776f	NAÏVE T CELLS	NAIVE T CELLS	TCF7;CCR7;KLF2;LEF1;SELL	ENSG00000081059;ENSG00000126353;ENSG00000127528;ENSG00000138795;ENSG00000188404
5	2634	hca|0372_10.1016_j.ccell.2021.10.009_d6ab4790aa|T CM/NAIVE-LIKE-I	hca:0372_10.1016_j.ccell.2021.10.009_d6ab4790aa	T CM/NAIVE-LIKE-I	T CM NAIVE LIKE I	TCF7;LEF1;MAL;SELL	ENSG00000081059;ENSG00000138795;ENSG00000150455;ENSG00000188404
5	2677	hca|0379_10.1038_s41698-022-00300-9_7bb9a273c6|NAÏVE CD4+ T CELL	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	NAÏVE CD4+ T CELL	NAIVE CD 4 T CELL	TCF7;IL7R;SELL	ENSG00000081059;ENSG00000168685;ENSG00000188404
5	2787	hca|0400_10.1038_s41467-022-35297-z_0eab5d0ba9|T1	hca:0400_10.1038_s41467-022-35297-z_0eab5d0ba9	T1	T 1	CD40LG;CCR7;IL7R;SELL;LTB	ENSG00000102245;ENSG00000126353;ENSG00000168685;ENSG00000188404;ENSG00000204487
5	2822	hca|0405_10.1016_j.ccell.2021.03.007_50f32173d6|CD4 + NAÏVE	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD4 + NAÏVE	CD 4 NAIVE	TCF7;CCR7;SELL	ENSG00000081059;ENSG00000126353;ENSG00000188404
5	2867	hca|0414_10.1186_s13059-020-02210-0_30c1533a3e|T N	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	T N	T N	TCF7;KLF2;MYC;LEF1	ENSG00000081059;ENSG00000127528;ENSG00000136997;ENSG00000138795
5	2928	hca|0426_10.1038_s41467-019-12464-3_0f8440336d|CD4 + NAIVE/CENTRAL MEMORY (NV/CM)	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	CD4 + NAIVE/CENTRAL MEMORY (NV/CM)	CD 4 NAIVE CENTRAL MEMORY NV CM	KLF2;LEF1;SELL	ENSG00000127528;ENSG00000138795;ENSG00000188404
5	2932	hca|0426_10.1038_s41467-019-12464-3_0f8440336d|NAIVE OR TCM CELL	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	NAIVE OR TCM CELL	NAIVE OR TCM CELL	TCF7;CCR7;SELL	ENSG00000081059;ENSG00000126353;ENSG00000188404
5	3102	hca|0465_10.1016_j.cell.2020.12.016_af8ed7d941|NAIVE T CELL	hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941	NAIVE T CELL	NAIVE T CELL	CCR7;CD27;CD3G	ENSG00000126353;ENSG00000139193;ENSG00000289746
5	3133	hca|0474_10.3389_fimmu.2021.689019_ff96e36403|CD4+ T CELL	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	CD4+ T CELL	CD 4 T CELL	CD4;CCR7;LEF1;IL7R	ENSG00000010610;ENSG00000126353;ENSG00000138795;ENSG00000168685
5	3140	hca|0474_10.3389_fimmu.2021.689019_ff96e36403|CLUSTER 2 CD4+ T CELL	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	CLUSTER 2 CD4+ T CELL	CLUSTER 2 CD 4 T CELL	CCR7;IL7R;SELL	ENSG00000126353;ENSG00000168685;ENSG00000188404
5	3179	hca|0480_10.1038_s41590-019-0398-x_7e5ee33388|CT0B	hca:0480_10.1038_s41590-019-0398-x_7e5ee33388	CT0B	CT 0 B	TCF7;CCR7;KLF2;LEF1;SELL	ENSG00000081059;ENSG00000126353;ENSG00000127528;ENSG00000138795;ENSG00000188404
5	3300	hca|0501_10.1126_sciimmunol.abb8786_1f1edec8bd|CD4 NAÏVE BLOOD	hca:0501_10.1126_sciimmunol.abb8786_1f1edec8bd	CD4 NAÏVE BLOOD	CD 4 NAIVE BLOOD	CCR7;LEF1;SELL	ENSG00000126353;ENSG00000138795;ENSG00000188404
5	3303	hca|0501_10.1126_sciimmunol.abb8786_1f1edec8bd|CD8 NAÏVE BLOOD	hca:0501_10.1126_sciimmunol.abb8786_1f1edec8bd	CD8 NAÏVE BLOOD	CD 8 NAIVE BLOOD	CCR7;LEF1;SELL	ENSG00000126353;ENSG00000138795;ENSG00000188404
6	11	biorxiv|03092aac-75a4-1014-b9cc-d44d468fbd97|INFLAMMATORY CANCER-ASSOCIATED FIBROBLAST (ICAFS)	biorxiv:03092aac-75a4-1014-b9cc-d44d468fbd97	INFLAMMATORY CANCER-ASSOCIATED FIBROBLAST (ICAFS)	INFLAMMATORY CANCER ASSOCIATED FIBROBLAST ICAFS	DCN;PDGFRA;CXCL1	ENSG00000011465;ENSG00000134853;ENSG00000163739
6	304	biorxiv|5a3c7d4e-70da-1014-80b6-cd48bfa975fe|FIBROBLASTS	biorxiv:5a3c7d4e-70da-1014-80b6-cd48bfa975fe	FIBROBLASTS	FIBROBLASTS	DCN;PDGFRA;LUM	ENSG00000011465;ENSG00000134853;ENSG00000139329
6	464	biorxiv|8c3ef8a4-6c0e-1014-9b81-f1618d3e39b1|MESENCHYMAL	biorxiv:8c3ef8a4-6c0e-1014-9b81-f1618d3e39b1	MESENCHYMAL	MESENCHYMAL	ASPN;COL1A1;PDGFRA	ENSG00000106819;ENSG00000108821;ENSG00000134853
6	491	biorxiv|98d19bc0-7b12-1014-9641-857e081ce400|FIBROMYOCYTE SMCS	biorxiv:98d19bc0-7b12-1014-9641-857e081ce400	FIBROMYOCYTE SMCS	FIBROMYOCYTE SMCS	DCN;COL1A1;FN1	ENSG00000011465;ENSG00000108821;ENSG00000115414
6	717	biorxiv|caef9c14-6e13-1014-bca1-ba3172fec7b3|CAFS	biorxiv:caef9c14-6e13-1014-bca1-ba3172fec7b3	CAFS	CAFS	DCN;LUM;THY1	ENSG00000011465;ENSG00000139329;ENSG00000154096
6	774	biorxiv|d8ee72e2-7047-1014-a159-a9ef37bce7a4|FIBROBLAST (COL1A1)	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	FIBROBLAST (COL1A1)	FIBROBLAST COL 1 A 1	COL1A1;COL1A2;COL3A1	ENSG00000108821;ENSG00000164692;ENSG00000168542
6	775	biorxiv|d8ee72e2-7047-1014-a159-a9ef37bce7a4|FIBROBLAST (DPT)	biorxiv:d8ee72e2-7047-1014-a159-a9ef37bce7a4	FIBROBLAST (DPT)	FIBROBLAST DPT	DCN;LUM;DPT	ENSG00000011465;ENSG00000139329;ENSG00000143196
6	887	biorxiv|eda68d46-7b76-1014-b9f8-bf62f9afae8d|FIBROBLAST CLUSTERS	biorxiv:eda68d46-7b76-1014-b9f8-bf62f9afae8d	FIBROBLAST CLUSTERS	FIBROBLAST CLUSTERS	COL1A1;COL1A2;COL3A1	ENSG00000108821;ENSG00000164692;ENSG00000168542
6	1057	hca|0032_10.15252_msb.20209682_ea064ade0e|CANCER-ASSOCIATED FIBROBLAST	hca:0032_10.15252_msb.20209682_ea064ade0e	CANCER-ASSOCIATED FIBROBLAST	CANCER ASSOCIATED FIBROBLAST	COL1A1;LUM;BGN	ENSG00000108821;ENSG00000139329;ENSG00000182492
6	1171	hca|0049_10.1038_s41586-023-06252-9_3d2f22d6e6|FIBROBLASTS	hca:0049_10.1038_s41586-023-06252-9_3d2f22d6e6	FIBROBLASTS	FIBROBLASTS	DCN;LUM;COL6A1	ENSG00000011465;ENSG00000139329;ENSG00000142156
6	1380	hca|0089_10.1038_s41586-020-2797-4_6e65d21b5d|FB	hca:0089_10.1038_s41586-020-2797-4_6e65d21b5d	FB	FB	DCN;PDGFRA;GSN	ENSG00000011465;ENSG00000134853;ENSG00000148180
6	1442	hca|0095_10.1101_2021.09.16.460628_23a839e09f|FIBROBLAST	hca:0095_10.1101_2021.09.16.460628_23a839e09f	FIBROBLAST	FIBROBLAST	DCN;COL1A1;PDGFRA	ENSG00000011465;ENSG00000108821;ENSG00000134853
6	1483	hca|0101_10.1038_s41467-020-15647-5_d22ec8f4b6|CTHRC1 + CELL	hca:0101_10.1038_s41467-020-15647-5_d22ec8f4b6	CTHRC1 + CELL	CTHRC 1 CELL	TNC;POSTN;COL3A1	ENSG00000041982;ENSG00000133110;ENSG00000168542
6	1484	hca|0101_10.1038_s41467-020-15647-5_d22ec8f4b6|CTHRC1 + FIBROBLAST	hca:0101_10.1038_s41467-020-15647-5_d22ec8f4b6	CTHRC1 + FIBROBLAST	CTHRC 1 FIBROBLAST	TNC;COL1A1;POSTN;CTHRC1;COL3A1	ENSG00000041982;ENSG00000108821;ENSG00000133110;ENSG00000164932;ENSG00000168542
6	1633	hca|0137_10.1084_jem.20221350_7ac74dedfd|FIBROBLAST	hca:0137_10.1084_jem.20221350_7ac74dedfd	FIBROBLAST	FIBROBLAST	DCN;PDGFRA;COL3A1	ENSG00000011465;ENSG00000134853;ENSG00000168542
6	1663	hca|0148_10.1113_jp287812_fd3137bc12|ADAM12 HI FIBROBLAST	hca:0148_10.1113_jp287812_fd3137bc12	ADAM12 HI FIBROBLAST	ADAM 12 HI FIBROBLAST	TNC;FAP;COL1A1;POSTN;ADAM12;COL1A2;COL3A1	ENSG00000041982;ENSG00000078098;ENSG00000108821;ENSG00000133110;ENSG00000148848;ENSG00000164692;ENSG00000168542
6	1675	hca|0148_10.1113_jp287812_fd3137bc12|FIBROBLAST	hca:0148_10.1113_jp287812_fd3137bc12	FIBROBLAST	FIBROBLAST	DCN;COL1A2;COL3A1	ENSG00000011465;ENSG00000164692;ENSG00000168542
6	1771	hca|0167_10.1073_pnas.1520760112_985a5e340f|C10	hca:0167_10.1073_pnas.1520760112_985a5e340f	C10	C 10	DCN;COL5A1;LUM;COL1A2	ENSG00000011465;ENSG00000130635;ENSG00000139329;ENSG00000164692
6	1772	hca|0167_10.1073_pnas.1520760112_985a5e340f|C11	hca:0167_10.1073_pnas.1520760112_985a5e340f	C11	C 11	DCN;COL5A1;LUM;COL1A2	ENSG00000011465;ENSG00000130635;ENSG00000139329;ENSG00000164692
6	1882	hca|0205_10.1038_s41588-020-0636-z_f39ba80540|FIBROBLAST	hca:0205_10.1038_s41588-020-0636-z_f39ba80540	FIBROBLAST	FIBROBLAST	DCN;THY1;COL3A1	ENSG00000011465;ENSG00000154096;ENSG00000168542
6	1908	hca|0210_10.1016_j.stem.2020.11.008_213dabcee4|FIBROBLAST	hca:0210_10.1016_j.stem.2020.11.008_213dabcee4	FIBROBLAST	FIBROBLAST	DCN;COL1A1;COL1A2	ENSG00000011465;ENSG00000108821;ENSG00000164692
6	2027	hca|0239_10.1038_s41467-021-24607-6_2a0350c2e5|FIBROBLAST	hca:0239_10.1038_s41467-021-24607-6_2a0350c2e5	FIBROBLAST	FIBROBLAST	COL1A1;PDGFRA;COL1A2	ENSG00000108821;ENSG00000134853;ENSG00000164692
6	2097	hca|0264_10.1186_s13059-022-02677-z_ec9d743757|FIBROBLAST	hca:0264_10.1186_s13059-022-02677-z_ec9d743757	FIBROBLAST	FIBROBLAST	DCN;COL1A1;C1R;COL1A2	ENSG00000011465;ENSG00000108821;ENSG00000159403;ENSG00000164692
6	2132	hca|0274_10.1016_j.isci.2021.103592_3ec037cca1|FIBROBLASTS	hca:0274_10.1016_j.isci.2021.103592_3ec037cca1	FIBROBLASTS	FIBROBLASTS	DCN;FBLN1;COL1A1	ENSG00000011465;ENSG00000077942;ENSG00000108821
6	2166	hca|0281_10.1016_j.devcel.2019.06.001_238d93bfef|INTERSTITIAL CELL	hca:0281_10.1016_j.devcel.2019.06.001_238d93bfef	INTERSTITIAL CELL	INTERSTITIAL CELL	COL1A1;PDGFRB;ALDH1A2	ENSG00000108821;ENSG00000113721;ENSG00000128918
6	2217	hca|0290_10.1101_235499_566cff6e3c|C1	hca:0290_10.1101_235499_566cff6e3c	C1	C 1	DCN;LUM;SFRP2	ENSG00000011465;ENSG00000139329;ENSG00000145423
6	2224	hca|0290_10.1101_235499_566cff6e3c|CN6	hca:0290_10.1101_235499_566cff6e3c	CN6	CN 6	POSTN;COL3A1;MEG3	ENSG00000133110;ENSG00000168542;ENSG00000214548
6	2234	hca|0290_10.1101_235499_566cff6e3c|L2	hca:0290_10.1101_235499_566cff6e3c	L2	L 2	DCN;LUM;SFRP2	ENSG00000011465;ENSG00000139329;ENSG00000145423
6	2242	hca|0290_10.1101_235499_566cff6e3c|STROMAL POPULATION	hca:0290_10.1101_235499_566cff6e3c	STROMAL POPULATION	STROMAL POPULATION	PDGFRA;MEIS1;COL3A1	ENSG00000134853;ENSG00000143995;ENSG00000168542
6	2338	hca|0307_10.1038_s41419-021-03724-6_32b837a8da|MESENCHYMAL	hca:0307_10.1038_s41419-021-03724-6_32b837a8da	MESENCHYMAL	MESENCHYMAL	COL1A1;PDGFRB;LUM	ENSG00000108821;ENSG00000113721;ENSG00000139329
6	2549	hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c|FIBROBLAST1	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	FIBROBLAST1	FIBROBLAST 1	DCN;CLU;LUM;COL1A2;ELN	ENSG00000011465;ENSG00000120885;ENSG00000139329;ENSG00000164692;ENSG00000259120
6	2550	hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c|FIBROBLAST2	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	FIBROBLAST2	FIBROBLAST 2	DCN;CLU;LUM;COL1A2;FBN1	ENSG00000011465;ENSG00000120885;ENSG00000139329;ENSG00000164692;ENSG00000166147
6	2573	hca|0365_10.3389_fendo.2022.874915_81de77d539|ENDOTHELIAL SC6	hca:0365_10.3389_fendo.2022.874915_81de77d539	ENDOTHELIAL SC6	ENDOTHELIAL SC 6	DCN;IGF1;LUM	ENSG00000011465;ENSG00000017427;ENSG00000139329
6	2574	hca|0365_10.3389_fendo.2022.874915_81de77d539|FIBROBLAST	hca:0365_10.3389_fendo.2022.874915_81de77d539	FIBROBLAST	FIBROBLAST	DCN;IGF1;PDGFRA;LUM;COL1A2	ENSG00000011465;ENSG00000017427;ENSG00000134853;ENSG00000139329;ENSG00000164692
6	2639	hca|0374_10.1136_annrheumdis-2018-214865_9f6cd4034f|FIBROBLAST	hca:0374_10.1136_annrheumdis-2018-214865_9f6cd4034f	FIBROBLAST	FIBROBLAST	FBLN1;PDGFRA;LUM	ENSG00000077942;ENSG00000134853;ENSG00000139329
6	2878	hca|0418_10.1038_s42003-020-0922-4_8904851286|FIBROBLAST	hca:0418_10.1038_s42003-020-0922-4_8904851286	FIBROBLAST	FIBROBLAST	DCN;VIM;PDGFRA;LUM;COL1A2	ENSG00000011465;ENSG00000026025;ENSG00000134853;ENSG00000139329;ENSG00000164692
6	3071	hca|0462_10.1038_s41586-023-06311-1_b735ac2f93|FB4_ACTIVATED	hca:0462_10.1038_s41586-023-06311-1_b735ac2f93	FB4_ACTIVATED	FB 4 ACTIVATED	TNC;COL1A1;FN1;POSTN;COL1A2;COL3A1	ENSG00000041982;ENSG00000108821;ENSG00000115414;ENSG00000133110;ENSG00000164692;ENSG00000168542
6	3263	hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf|FB	hca:0494_10.1038_s41467-021-27895-0_bbe3158fbf	FB	FB	DCN;COL1A1;LUM	ENSG00000011465;ENSG00000108821;ENSG00000139329
7	63	biorxiv|1219c420-6c6a-1014-afb9-e13c88e111ed|B MATURE	biorxiv:1219c420-6c6a-1014-afb9-e13c88e111ed	B MATURE	B MATURE	CD38;CD19;CD24	ENSG00000004468;ENSG00000177455;ENSG00000272398
7	65	biorxiv|1219c420-6c6a-1014-afb9-e13c88e111ed|B REGULATORY	biorxiv:1219c420-6c6a-1014-afb9-e13c88e111ed	B REGULATORY	B REGULATORY	CD38;CD19;CD24	ENSG00000004468;ENSG00000177455;ENSG00000272398
7	164	biorxiv|307b2bd7-6cb9-1014-a6b4-a58a7220bba3|B CELL	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	B CELL	B CELL	CD79B;CD79A;MS4A1;CD19	ENSG00000007312;ENSG00000105369;ENSG00000156738;ENSG00000177455
7	296	biorxiv|57ac822b-6c7d-1014-a047-d6c2f45edeb7|B CELL	biorxiv:57ac822b-6c7d-1014-a047-d6c2f45edeb7	B CELL	B CELL	CR2;MS4A1;CD19	ENSG00000117322;ENSG00000156738;ENSG00000177455
7	327	biorxiv|64ab9878-6ed8-1014-99e3-9a1ae6ef730b|PLASMA CELL	biorxiv:64ab9878-6ed8-1014-99e3-9a1ae6ef730b	PLASMA CELL	PLASMA CELL	CD38;CD79A;SDC1	ENSG00000004468;ENSG00000105369;ENSG00000115884
7	329	biorxiv|653bfd04-6cbf-1014-864b-c74846f5cd96|PC	biorxiv:653bfd04-6cbf-1014-864b-c74846f5cd96	PC	PC	CD38;PRDM1;SDC1;IRF4;XBP1	ENSG00000004468;ENSG00000057657;ENSG00000115884;ENSG00000137265;ENSG00000249947
7	469	biorxiv|8f45ef4c-6d70-1014-815c-a556cc0c38ce|B-CELL	biorxiv:8f45ef4c-6d70-1014-815c-a556cc0c38ce	B-CELL	B CELL	CD79A;MS4A1;CD19	ENSG00000105369;ENSG00000156738;ENSG00000177455
7	501	biorxiv|9a5466f2-6c88-1014-bd5d-ff8513618027|ANTIBODY-SECRETING CELL	biorxiv:9a5466f2-6c88-1014-bd5d-ff8513618027	ANTIBODY-SECRETING CELL	ANTIBODY SECRETING CELL	CD38;CD27;CD19	ENSG00000004468;ENSG00000139193;ENSG00000177455
7	522	biorxiv|9c7f8281-6c21-1014-a6df-b6c543b29cb8|ASC	biorxiv:9c7f8281-6c21-1014-a6df-b6c543b29cb8	ASC	ASC	CD38;PRDM1;SDC1;IRF4;CD27;XBP1	ENSG00000004468;ENSG00000057657;ENSG00000115884;ENSG00000137265;ENSG00000139193;ENSG00000249947
7	725	biorxiv|cf0d429c-6c7f-1014-a5a8-f09b6915373d|B CELL	biorxiv:cf0d429c-6c7f-1014-a5a8-f09b6915373d	B CELL	B CELL	MS4A1;PAX5;LTB	ENSG00000156738;ENSG00000196092;ENSG00000204487
7	851	biorxiv|e6e04172-6c15-1014-9229-c57ac33d21f6|B-CELL	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	B-CELL	B CELL	CD79B;CD79A;MS4A1	ENSG00000007312;ENSG00000105369;ENSG00000156738
7	1168	hca|0049_10.1038_s41586-023-06252-9_3d2f22d6e6|B CELLS	hca:0049_10.1038_s41586-023-06252-9_3d2f22d6e6	B CELLS	B CELLS	CD79A;MS4A1;CD19	ENSG00000105369;ENSG00000156738;ENSG00000177455
7	1255	hca|0069_10.1038_s41467-021-23355-x_92232969b4|ACTIVATED SWITCHED MEMORY	hca:0069_10.1038_s41467-021-23355-x_92232969b4	ACTIVATED SWITCHED MEMORY	ACTIVATED SWITCHED MEMORY	CD38;CR2;CD27	ENSG00000004468;ENSG00000117322;ENSG00000139193
7	1256	hca|0069_10.1038_s41467-021-23355-x_92232969b4|ANTIBODY-SECRETING CELL	hca:0069_10.1038_s41467-021-23355-x_92232969b4	ANTIBODY-SECRETING CELL	ANTIBODY SECRETING CELL	CD38;CD27;MKI67	ENSG00000004468;ENSG00000139193;ENSG00000148773
7	1269	hca|0073_10.1016_j.isci.2021.102482_6ff6d432ab|CLUSTER 0/1	hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab	CLUSTER 0/1	CLUSTER 0 1	PRDM1;SDC1;JCHAIN;IRF4;IGLC2;XBP1	ENSG00000057657;ENSG00000115884;ENSG00000132465;ENSG00000137265;ENSG00000211677;ENSG00000249947
7	1273	hca|0073_10.1016_j.isci.2021.102482_6ff6d432ab|PLASMABLAST	hca:0073_10.1016_j.isci.2021.102482_6ff6d432ab	PLASMABLAST	PLASMABLAST	CD38;PRDM1;CD27;CD19	ENSG00000004468;ENSG00000057657;ENSG00000139193;ENSG00000177455
7	1278	hca|0076_10.1016_j.cell.2021.01.053_e0734afb82|B CELLS	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	B CELLS	B CELLS	CD79B;CD79A;MS4A1	ENSG00000007312;ENSG00000105369;ENSG00000156738
7	1280	hca|0076_10.1016_j.cell.2021.01.053_e0734afb82|B_C05-MZB1-XBP1	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	B_C05-MZB1-XBP1	B C 05 MZB 1 XBP 1	PRDM1;POU2AF1;IRF4;XBP1	ENSG00000057657;ENSG00000110777;ENSG00000137265;ENSG00000249947
7	1297	hca|0077_10.1038_s41587-020-0602-4_e82c5c2835|PLASMA CELL	hca:0077_10.1038_s41587-020-0602-4_e82c5c2835	PLASMA CELL	PLASMA CELL	CD79A;SDC1;CD27	ENSG00000105369;ENSG00000115884;ENSG00000139193
7	1477	hca|0100_10.1038_s41467-021-22804-x_e7667133b9|B CELL	hca:0100_10.1038_s41467-021-22804-x_e7667133b9	B CELL	B CELL	CD79B;CD79A;MS4A1	ENSG00000007312;ENSG00000105369;ENSG00000156738
7	1551	hca|0113_10.1101_2021.04.28.441762_c83625bbe4|MEMORY B CELL	hca:0113_10.1101_2021.04.28.441762_c83625bbe4	MEMORY B CELL	MEMORY B CELL	MS4A1;CD19;TNFRSF13B	ENSG00000156738;ENSG00000177455;ENSG00000240505
7	1553	hca|0113_10.1101_2021.04.28.441762_c83625bbe4|PLASMA CELL	hca:0113_10.1101_2021.04.28.441762_c83625bbe4	PLASMA CELL	PLASMA CELL	CD38;SDC1;XBP1	ENSG00000004468;ENSG00000115884;ENSG00000249947
7	1554	hca|0113_10.1101_2021.04.28.441762_c83625bbe4|PLASMABLAST	hca:0113_10.1101_2021.04.28.441762_c83625bbe4	PLASMABLAST	PLASMABLAST	CD38;SDC1;XBP1	ENSG00000004468;ENSG00000115884;ENSG00000249947
7	1639	hca|0139_10.1038_s41590-020-0602-z_71058e050d|MEMORY B CELLS	hca:0139_10.1038_s41590-020-0602-z_71058e050d	MEMORY B CELLS	MEMORY B CELLS	CD40;MS4A1;CD19;TNFRSF13B	ENSG00000101017;ENSG00000156738;ENSG00000177455;ENSG00000240505
7	1804	hca|0184_10.1016_j.cell.2021.07.023_f621bea088|B CELL	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	B CELL	B CELL	CD79B;CD79A;MS4A1	ENSG00000007312;ENSG00000105369;ENSG00000156738
7	1895	hca|0207_10.1016_j.immuni.2020.11.017_b182001861|PLASMABLAST	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	PLASMABLAST	PLASMABLAST	CD38;TNFRSF17;CD27;MZB1	ENSG00000004468;ENSG00000048462;ENSG00000139193;ENSG00000170476
7	1983	hca|0228_10.1128_mbio.02583-20_5085db2792|MEMORY B CELL	hca:0228_10.1128_mbio.02583-20_5085db2792	MEMORY B CELL	MEMORY B CELL	CD22;CD27;MS4A1;CD19	ENSG00000012124;ENSG00000139193;ENSG00000156738;ENSG00000177455
7	1985	hca|0228_10.1128_mbio.02583-20_5085db2792|PLASMA CELL	hca:0228_10.1128_mbio.02583-20_5085db2792	PLASMA CELL	PLASMA CELL	CD38;SDC1;CD27;CD19	ENSG00000004468;ENSG00000115884;ENSG00000139193;ENSG00000177455
7	1986	hca|0228_10.1128_mbio.02583-20_5085db2792|PLASMABLAST	hca:0228_10.1128_mbio.02583-20_5085db2792	PLASMABLAST	PLASMABLAST	CD38;TNFRSF17;CD27;CD19	ENSG00000004468;ENSG00000048462;ENSG00000139193;ENSG00000177455
7	2032	hca|0243_10.1038_s41586-023-05915-x_2f4aafa6a2|B CELL	hca:0243_10.1038_s41586-023-05915-x_2f4aafa6a2	B CELL	B CELL	MS4A1;CD19;PAX5	ENSG00000156738;ENSG00000177455;ENSG00000196092
7	2205	hca|0286_10.1038_s41467-018-06318-7_d818827349|MATURE ANTIGEN INEXPERIENCED B CELL	hca:0286_10.1038_s41467-018-06318-7_d818827349	MATURE ANTIGEN INEXPERIENCED B CELL	MATURE ANTIGEN INEXPERIENCED B CELL	CD22;MS4A1;CD52;CD19;IGHD	ENSG00000012124;ENSG00000156738;ENSG00000169442;ENSG00000177455;ENSG00000211898
7	2431	hca|0342_10.18632_aging.203124_280d72e18e|B CELL	hca:0342_10.18632_aging.203124_280d72e18e	B CELL	B CELL	CD79A;MS4A1;CD19	ENSG00000105369;ENSG00000156738;ENSG00000177455
7	2842	hca|0410_10.3389_fcell.2021.820274_b0973e038f|B CELL	hca:0410_10.3389_fcell.2021.820274_b0973e038f	B CELL	B CELL	CD79A;CD27;CD19	ENSG00000105369;ENSG00000139193;ENSG00000177455
