resource	study_uid	context_uid	study_label	labelset	cell_type	normalized_cell_type	n_markers	n_local_private_markers	local_private_fraction	n_same_label_other_study_profiles	marker_fraction_recovered_by_same_label_other_studies	local_private_fraction_recovered_by_same_label_other_studies
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		GOBLET	GOBLET	5	5	1.0	3	0.4	0.4
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		ILC	ILC	6	6	1.0	1	0.16666666666666666	0.16666666666666666
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		IMMUNE	IMMUNE	11	7	0.6363636363636364	2	0.09090909090909091	0.0
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		MACROPHAGE	MACROPHAGE	3	3	1.0	28	1.0	1.0
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		MAST CELL	MAST CELL	3	3	1.0	14	1.0	1.0
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		MONOCYTE	MONOCYTE	3	3	1.0	23	0.3333333333333333	0.3333333333333333
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		NK CELL	NK CELL	3	3	1.0	15	1.0	1.0
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		PANETH CELL	PANETH CELL	3	3	1.0	1	0.6666666666666666	0.6666666666666666
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		PLASMA CELL	PLASMA CELL	4	4	1.0	15	0.75	0.75
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		STEM CELL	STEM CELL	5	5	1.0	6	1.0	1.0
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		STROMAL	STROMAL	5	5	1.0	3	0.2	0.2
LLMarkers	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	llmarkers|hca|0481_10.1016_j.immuni.2023.01.002_2da3d3f446	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446		T CELL	T CELL	3	0	0.0	37	1.0	
LLMarkers	llmarkers|hca|0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	llmarkers|hca|0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	hca:0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39		LYMPHOCYTE	LYMPHOCYTE	3	3	1.0	4	0.0	0.0
LLMarkers	llmarkers|hca|0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	llmarkers|hca|0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	hca:0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39		MESODERM	MESODERM	9	9	1.0	0		
LLMarkers	llmarkers|hca|0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	llmarkers|hca|0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	hca:0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39		MYOBLAST	MYOBLAST	6	6	1.0	0		
LLMarkers	llmarkers|hca|0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	llmarkers|hca|0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39	hca:0482_10.1016_j.devcel.2022.04.003_a4b7ddcf39		MYOCYTE	MYOCYTE	11	11	1.0	0		
LLMarkers	llmarkers|hca|0485_10.1038_s41467-021-26495-2_5e641690ff	llmarkers|hca|0485_10.1038_s41467-021-26495-2_5e641690ff	hca:0485_10.1038_s41467-021-26495-2_5e641690ff		ECS	ECS	3	3	1.0	2	0.0	0.0
LLMarkers	llmarkers|hca|0485_10.1038_s41467-021-26495-2_5e641690ff	llmarkers|hca|0485_10.1038_s41467-021-26495-2_5e641690ff	hca:0485_10.1038_s41467-021-26495-2_5e641690ff		FB1	FB 1	12	12	1.0	5	0.08333333333333333	0.08333333333333333
LLMarkers	llmarkers|hca|0485_10.1038_s41467-021-26495-2_5e641690ff	llmarkers|hca|0485_10.1038_s41467-021-26495-2_5e641690ff	hca:0485_10.1038_s41467-021-26495-2_5e641690ff		FBS	FBS	11	11	1.0	0		
LLMarkers	llmarkers|hca|0485_10.1038_s41467-021-26495-2_5e641690ff	llmarkers|hca|0485_10.1038_s41467-021-26495-2_5e641690ff	hca:0485_10.1038_s41467-021-26495-2_5e641690ff		SMC/PERICYTES	SMC PERICYTES	4	4	1.0	0		
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		CLUSTER 0	CLUSTER 0	5	1	0.2	4	0.0	0.0
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		CLUSTER 1	CLUSTER 1	5	2	0.4	13	0.0	0.0
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		CLUSTER 2	CLUSTER 2	5	4	0.8	18	0.2	0.25
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		CLUSTER 3	CLUSTER 3	3	1	0.3333333333333333	11	0.0	0.0
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		CLUSTER 4	CLUSTER 4	5	3	0.6	10	0.0	0.0
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		CLUSTER 5	CLUSTER 5	5	3	0.6	8	0.2	0.3333333333333333
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		CLUSTER 7	CLUSTER 7	5	2	0.4	4	0.0	0.0
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		CLUSTER 8	CLUSTER 8	5	4	0.8	3	0.0	0.0
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		CLUSTER 9	CLUSTER 9	6	4	0.6666666666666666	1	0.0	0.0
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		EMSC	EMSC	3	0	0.0	0		
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		ENDOMETRIAL MESENCHYMAL STEM CELL	ENDOMETRIAL MESENCHYMAL STEM CELL	3	0	0.0	0		
LLMarkers	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	llmarkers|hca|0486_10.1016_j.xfss.2022.09.001_c256ed6917	hca:0486_10.1016_j.xfss.2022.09.001_c256ed6917		MATURE FIBROBLAST	MATURE FIBROBLAST	3	0	0.0	0		
LLMarkers	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	hca:0488_10.1073_pnas.1908706116_5dfd6c0233		ENDOTHELIAL CELL	ENDOTHELIAL CELL	4	2	0.5	27	0.0	0.0
LLMarkers	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	hca:0488_10.1073_pnas.1908706116_5dfd6c0233		MESANGIAL CELL	MESANGIAL CELL	4	4	1.0	3	0.0	0.0
LLMarkers	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	hca:0488_10.1073_pnas.1908706116_5dfd6c0233		MONOCYTE	MONOCYTE	6	6	1.0	23	0.0	0.0
LLMarkers	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	hca:0488_10.1073_pnas.1908706116_5dfd6c0233		PARIETAL EPITHELIAL CELL	PARIETAL EPITHELIAL CELL	4	4	1.0	0		
LLMarkers	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	hca:0488_10.1073_pnas.1908706116_5dfd6c0233		PODOCYTE	PODOCYTE	7	5	0.7142857142857143	6	0.0	0.0
LLMarkers	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	llmarkers|hca|0488_10.1073_pnas.1908706116_5dfd6c0233	hca:0488_10.1073_pnas.1908706116_5dfd6c0233		PRINCIPAL CELL	PRINCIPAL CELL	5	5	1.0	2	0.0	0.0
LLMarkers	llmarkers|hca|0489_10.1016_j.cell.2021.02.018_b0761e6af0	llmarkers|hca|0489_10.1016_j.cell.2021.02.018_b0761e6af0	hca:0489_10.1016_j.cell.2021.02.018_b0761e6af0		CD56 DIM CD16 HI NK CELL	CD 56 DIM CD 16 HI NK CELL	5	5	1.0	0		
LLMarkers	llmarkers|hca|0490_10.1038_nsmb.2660_4e6a41d8b9	llmarkers|hca|0490_10.1038_nsmb.2660_4e6a41d8b9	hca:0490_10.1038_nsmb.2660_4e6a41d8b9		EPI	EPI	4	1	0.25	3	0.75	0.0
LLMarkers	llmarkers|hca|0490_10.1038_nsmb.2660_4e6a41d8b9	llmarkers|hca|0490_10.1038_nsmb.2660_4e6a41d8b9	hca:0490_10.1038_nsmb.2660_4e6a41d8b9		HESCS	HESCS	6	5	0.8333333333333334	0		
LLMarkers	llmarkers|hca|0490_10.1038_nsmb.2660_4e6a41d8b9	llmarkers|hca|0490_10.1038_nsmb.2660_4e6a41d8b9	hca:0490_10.1038_nsmb.2660_4e6a41d8b9		ICM	ICM	3	0	0.0	1	1.0	
LLMarkers	llmarkers|hca|0490_10.1038_nsmb.2660_4e6a41d8b9	llmarkers|hca|0490_10.1038_nsmb.2660_4e6a41d8b9	hca:0490_10.1038_nsmb.2660_4e6a41d8b9		TE	TE	7	7	1.0	3	0.5714285714285714	0.5714285714285714
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		BASAL1	BASAL 1	4	2	0.5	2	0.25	0.0
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		BASAL2	BASAL 2	4	2	0.5	1	0.0	0.0
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		CD3+ ΑΒ T CELL	CD 3 T CELL	6	6	1.0	0		
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		CHANNEL	CHANNEL	11	11	1.0	0		
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		FOLLICULAR	FOLLICULAR	5	4	0.8	0		
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		GRANULAR	GRANULAR	3	3	1.0	0		
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		HR-WNTI	HR WNTI	10	6	0.6	0		
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		MEL1	MEL 1	3	0	0.0	0		
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		MEL2	MEL 2	3	0	0.0	0		
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		SPINOUS	SPINOUS	4	4	1.0	0		
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		UHF DIFF	UHF DIFF	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	llmarkers|hca|0491_10.1016_j.celrep.2018.09.006_befb59b9fa	hca:0491_10.1016_j.celrep.2018.09.006_befb59b9fa		WNTI	WNTI	4	0	0.0	0		
LLMarkers	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b		BASAL 1	BASAL 1	3	3	1.0	2	0.6666666666666666	0.6666666666666666
LLMarkers	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b		BASAL3	BASAL 3	3	3	1.0	0		
LLMarkers	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b		BASAL4	BASAL 4	3	3	1.0	0		
LLMarkers	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b		CILIATED1	CILIATED 1	7	4	0.5714285714285714	0		
LLMarkers	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b		CILIATED2	CILIATED 2	4	3	0.75	0		
LLMarkers	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b		CILIATED3	CILIATED 3	5	4	0.8	0		
LLMarkers	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b		SECRETORY2	SECRETORY 2	6	5	0.8333333333333334	0		
LLMarkers	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b		SECRETORY3	SECRETORY 3	4	2	0.5	0		
LLMarkers	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	llmarkers|hca|0492_10.1038_s41591-021-01332-7_1dacee7a8b	hca:0492_10.1038_s41591-021-01332-7_1dacee7a8b		SECRETORY4	SECRETORY 4	4	3	0.75	0		
LLMarkers	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	hca:0493_10.1161_circulationaha.119.045401_814f085618		ATRIAL CARDIOMYOCYTE	ATRIAL CARDIOMYOCYTE	3	3	1.0	2	1.0	1.0
LLMarkers	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	hca:0493_10.1161_circulationaha.119.045401_814f085618		CARDIAC RESIDENT MACROPHAGE	CARDIAC RESIDENT MACROPHAGE	5	5	1.0	0		
LLMarkers	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	hca:0493_10.1161_circulationaha.119.045401_814f085618		L-EC	L EC	3	3	1.0	0		
LLMarkers	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	hca:0493_10.1161_circulationaha.119.045401_814f085618		LYMPHOCYTE	LYMPHOCYTE	3	3	1.0	4	0.3333333333333333	0.3333333333333333
LLMarkers	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	hca:0493_10.1161_circulationaha.119.045401_814f085618		MAST CELL	MAST CELL	3	3	1.0	14	1.0	1.0
LLMarkers	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	llmarkers|hca|0493_10.1161_circulationaha.119.045401_814f085618	hca:0493_10.1161_circulationaha.119.045401_814f085618		NEURONAL CELL	NEURONAL CELL	3	3	1.0	2	0.6666666666666666	0.6666666666666666
LLMarkers	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	hca:0494_10.1038_s41467-021-27895-0_bbe3158fbf		FB	FB	3	3	1.0	1	0.3333333333333333	0.3333333333333333
LLMarkers	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	hca:0494_10.1038_s41467-021-27895-0_bbe3158fbf		HR	HR	4	4	1.0	1	0.5	0.5
LLMarkers	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	hca:0494_10.1038_s41467-021-27895-0_bbe3158fbf		LC1	LC 1	10	1	0.1	0		
LLMarkers	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	hca:0494_10.1038_s41467-021-27895-0_bbe3158fbf		LC2	LC 2	10	1	0.1	0		
LLMarkers	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	hca:0494_10.1038_s41467-021-27895-0_bbe3158fbf		MACROPHAGE	MACROPHAGE	3	3	1.0	28	1.0	1.0
LLMarkers	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	llmarkers|hca|0494_10.1038_s41467-021-27895-0_bbe3158fbf	hca:0494_10.1038_s41467-021-27895-0_bbe3158fbf		MY	MY	7	7	1.0	0		
LLMarkers	llmarkers|hca|0496_10.1038_s41593-020-00787-0_59956d4662	llmarkers|hca|0496_10.1038_s41593-020-00787-0_59956d4662	hca:0496_10.1038_s41593-020-00787-0_59956d4662		L1	L 1	4	4	1.0	0		
LLMarkers	llmarkers|hca|0496_10.1038_s41593-020-00787-0_59956d4662	llmarkers|hca|0496_10.1038_s41593-020-00787-0_59956d4662	hca:0496_10.1038_s41593-020-00787-0_59956d4662		L2	L 2	3	3	1.0	1	0.0	0.0
LLMarkers	llmarkers|hca|0496_10.1038_s41593-020-00787-0_59956d4662	llmarkers|hca|0496_10.1038_s41593-020-00787-0_59956d4662	hca:0496_10.1038_s41593-020-00787-0_59956d4662		L5	L 5	3	3	1.0	0		
LLMarkers	llmarkers|hca|0496_10.1038_s41593-020-00787-0_59956d4662	llmarkers|hca|0496_10.1038_s41593-020-00787-0_59956d4662	hca:0496_10.1038_s41593-020-00787-0_59956d4662		L6	L 6	3	3	1.0	0		
LLMarkers	llmarkers|hca|0497_10.1016_j.cell.2016.03.023_1e72ea1d04	llmarkers|hca|0497_10.1016_j.cell.2016.03.023_1e72ea1d04	hca:0497_10.1016_j.cell.2016.03.023_1e72ea1d04		EPI	EPI	12	12	1.0	3	0.4166666666666667	0.4166666666666667
LLMarkers	llmarkers|hca|0497_10.1016_j.cell.2016.03.023_1e72ea1d04	llmarkers|hca|0497_10.1016_j.cell.2016.03.023_1e72ea1d04	hca:0497_10.1016_j.cell.2016.03.023_1e72ea1d04		PE	PE	10	10	1.0	2	0.0	0.0
LLMarkers	llmarkers|hca|0497_10.1016_j.cell.2016.03.023_1e72ea1d04	llmarkers|hca|0497_10.1016_j.cell.2016.03.023_1e72ea1d04	hca:0497_10.1016_j.cell.2016.03.023_1e72ea1d04		TE	TE	8	8	1.0	3	0.75	0.75
LLMarkers	llmarkers|hca|0498_10.1038_s41598-017-11044-z_4cb11e808c	llmarkers|hca|0498_10.1038_s41598-017-11044-z_4cb11e808c	hca:0498_10.1038_s41598-017-11044-z_4cb11e808c		FEMALE BLASTOCYST #3	FEMALE BLASTOCYST 3	7	7	1.0	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		ASTROCYTE	ASTROCYTE	5	5	1.0	7	0.2	0.2
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C1	C 1	3	2	0.6666666666666666	5	0.0	0.0
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C11	C 11	3	1	0.3333333333333333	1	0.0	0.0
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C12	C 12	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C15	C 15	4	4	1.0	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C16	C 16	3	2	0.6666666666666666	1	0.0	0.0
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C19	C 19	3	3	1.0	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C20	C 20	3	0	0.0	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C21	C 21	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C24	C 24	4	2	0.5	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C26	C 26	3	3	1.0	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C27	C 27	3	0	0.0	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C33	C 33	3	3	1.0	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C34	C 34	3	3	1.0	0		
LLMarkers	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	llmarkers|hca|0500_10.1073_pnas.2306153120_5c49b25904	hca:0500_10.1073_pnas.2306153120_5c49b25904		C35	C 35	3	3	1.0	0		
