source_corpus	paper_id	paper_key	cell_type	normalized_cell_type	neighborhood	n_markers	n_local_private_markers	local_private_fraction	n_same_label_other_paper_profiles	n_same_label_other_paper_markers	marker_fraction_recovered_by_same_label_other_papers	local_private_fraction_recovered_by_same_label_other_papers	n_same_neighborhood_other_paper_profiles	marker_fraction_recovered_by_same_neighborhood_other_papers	local_private_marker_names
hca	0403_10.1038_s41467-019-11036-9_eff650140f	hca:0403_10.1038_s41467-019-11036-9_eff650140f	NK CELL	NK CELL	NK cell	4	0	0.0	15	47	0.25		61	0.75	
hca	0403_10.1038_s41467-019-11036-9_eff650140f	hca:0403_10.1038_s41467-019-11036-9_eff650140f	PGC	PGC		4	2	0.5	1	7	0.0	0.0	0		EGR4; WT1
hca	0403_10.1038_s41467-019-11036-9_eff650140f	hca:0403_10.1038_s41467-019-11036-9_eff650140f	STROMA	STROMA		3	0	0.0	0	0			0		
hca	0403_10.1038_s41467-019-11036-9_eff650140f	hca:0403_10.1038_s41467-019-11036-9_eff650140f	T LYMPHOCYTE	T LYMPHOCYTE		4	0	0.0	1	3	0.0		0		
hca	0403_10.1038_s41467-019-11036-9_eff650140f	hca:0403_10.1038_s41467-019-11036-9_eff650140f	TC	TC		13	10	0.7692307692307693	3	29	0.0	0.0	0		WFDC1; IGFBP5; COLEC11; APOC1; MATN2; IFITM3; STAR; FOS; PTH1; APOD
hca	0404_10.1038_s41586-022-04918-4_6a15fd8ba2	hca:0404_10.1038_s41586-022-04918-4_6a15fd8ba2	DEVELOPING GRANULOSA CELLS	DEVELOPING GRANULOSA CELLS		5	5	1.0	0	0			0		NR1H4; NOTCH3; RDH10; HEYL; PBX3
hca	0404_10.1038_s41586-022-04918-4_6a15fd8ba2	hca:0404_10.1038_s41586-022-04918-4_6a15fd8ba2	EARLY SOMATIC CELL	EARLY SOMATIC CELL		3	2	0.6666666666666666	0	0			0		ARX; TCF21
hca	0404_10.1038_s41586-022-04918-4_6a15fd8ba2	hca:0404_10.1038_s41586-022-04918-4_6a15fd8ba2	ESGCS	ESGCS		6	4	0.6666666666666666	0	0			0		TSPAN8; OSR1; LGR5; SRY
hca	0404_10.1038_s41586-022-04918-4_6a15fd8ba2	hca:0404_10.1038_s41586-022-04918-4_6a15fd8ba2	OOGONIA	OOGONIA		4	4	1.0	0	0			0		DMRTC2; DMRTB1; ZNF711; ZIC1
hca	0404_10.1038_s41586-022-04918-4_6a15fd8ba2	hca:0404_10.1038_s41586-022-04918-4_6a15fd8ba2	OSE	OSE		3	3	1.0	0	0			0		LHX2; IRX3; UPK3B
hca	0404_10.1038_s41586-022-04918-4_6a15fd8ba2	hca:0404_10.1038_s41586-022-04918-4_6a15fd8ba2	PREGC-IIB	PREGC IIB		6	5	0.8333333333333334	0	0			0		HIF1A; FOXP1; BMP2; FOXO1; ALDH1A1
hca	0404_10.1038_s41586-022-04918-4_6a15fd8ba2	hca:0404_10.1038_s41586-022-04918-4_6a15fd8ba2	PRESPERMATOGONIA	PRESPERMATOGONIA		4	4	1.0	0	0			0		KLF6; KLF7; SOX4; EGR4
hca	0404_10.1038_s41586-022-04918-4_6a15fd8ba2	hca:0404_10.1038_s41586-022-04918-4_6a15fd8ba2	SIGLEC15+ FTMS	SIGLEC 15 FTMS		3	3	1.0	0	0			0		ACP5; ATP6V0D2; SIGLEC15
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD4 + EFFECTOR	CD 4 EFFECTOR	T cell	3	3	1.0	0	0			253	1.0	NKG7; GZMK; GZMA
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD4 + NAÏVE	CD 4 NAIVE	T cell	3	3	1.0	1	22	0.0	0.0	253	1.0	TCF7; CCR7; SELL
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD4 + TREG	CD 4 TREG	T cell	4	4	1.0	2	12	0.25	0.25	253	1.0	FOXP3; BATF; CTLA4; TIGIT
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD8A + EXHAUSTED	CD 8 A EXHAUSTED		4	2	0.5	0	0			0		HAVCR2; TOX
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD8A + EXHAUSTED IMMEDIATE EARLY GENES (IEG)	CD 8 A EXHAUSTED IMMEDIATE EARLY GENES IEG		6	6	1.0	0	0			0		NR4A1; DNAJB1; ATF3; FOS; JUNB; HSPA1A
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD8A + PROLIFERATING	CD 8 A PROLIFERATING		3	3	1.0	0	0			0		STMN1; TOP2A; MKI67
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD8A + TISSUE-RESIDENT	CD 8 A TISSUE RESIDENT		4	2	0.5	0	0			0		CD69; ZNF683
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	NK-LIKE T CELL	NK LIKE T CELL	T/NK cell	5	5	1.0	0	0			5	0.6	GZMH; KLRB1; GNLY; CD3D; FCGR3A
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	TAM HLA HI	TAM HLA HI		3	3	1.0	0	0			0		TREM2; APOE; C1QA
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	TAM HLA INT	TAM HLA INT		5	5	1.0	0	0			0		SIGLEC1; IL1A; CD163; CSF1R; MRC1
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	TAM ISG HI	TAM ISG HI		6	0	0.0	0	0			0		
hca	0405_10.1016_j.ccell.2021.03.007_50f32173d6	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	TAM ISG INT	TAM ISG INT		6	0	0.0	0	0			0		
hca	0406_10.1093_brain_awab446_1c9ee67691	hca:0406_10.1093_brain_awab446_1c9ee67691	ASTROCYTE	ASTROCYTE		3	3	1.0	7	30	1.0	1.0	0		CD44; GFAP; AQP4
hca	0406_10.1093_brain_awab446_1c9ee67691	hca:0406_10.1093_brain_awab446_1c9ee67691	CADPS2 HIGH	CADPS 2 HIGH		4	4	1.0	0	0			0		CADPS2; MAP2; SCN2A; TIAM1
hca	0406_10.1093_brain_awab446_1c9ee67691	hca:0406_10.1093_brain_awab446_1c9ee67691	MICROGLIA	MICROGLIA	monocyte/macrophage	7	7	1.0	17	90	0.7142857142857143	0.7142857142857143	202	0.8571428571428571	CD74; HSP90AA1; IL1B; GPNMB; P2RY12; LRRK2; AIF1
hca	0406_10.1093_brain_awab446_1c9ee67691	hca:0406_10.1093_brain_awab446_1c9ee67691	OLIGODENDROCYTE	OLIGODENDROCYTE		3	3	1.0	6	15	0.6666666666666666	0.6666666666666666	0		PLP1; S100B; MOBP
hca	0407_10.1093_humrep_deac183_7b0f560d74	hca:0407_10.1093_humrep_deac183_7b0f560d74	ENDOTHELIAL CELL	ENDOTHELIAL CELL	endothelial	3	3	1.0	27	114	0.6666666666666666	0.6666666666666666	74	0.6666666666666666	VWF; CDH11; PECAM1
hca	0407_10.1093_humrep_deac183_7b0f560d74	hca:0407_10.1093_humrep_deac183_7b0f560d74	FIBRO CLUSTER 0	FIBRO CLUSTER 0		6	4	0.6666666666666666	0	0			0		SERPINE1; NR4A1; IER2; CARMN
hca	0407_10.1093_humrep_deac183_7b0f560d74	hca:0407_10.1093_humrep_deac183_7b0f560d74	FIBROBLAST CELL	FIBROBLAST CELL	fibroblast/stromal	10	9	0.9	0	0			149	0.8	VIM; OGN; COL1A1; MGP; FN1; THY1; COL1A2; ALDH1A1; COL3A1
hca	0407_10.1093_humrep_deac183_7b0f560d74	hca:0407_10.1093_humrep_deac183_7b0f560d74	IMMUNE CELL	IMMUNE CELL		8	8	1.0	6	32	0.0	0.0	0		CD79B; CST7; GZMB; MS4A1; FCER1G; MS4A7; CD3D; CD3E
hca	0407_10.1093_humrep_deac183_7b0f560d74	hca:0407_10.1093_humrep_deac183_7b0f560d74	SMCS	SMCS		6	5	0.8333333333333334	3	10	0.3333333333333333	0.2	0		ACTA2; CALD1; CNN1; MYH11; TAGLN
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	B CELL	B CELL	B cell	3	3	1.0	29	49	0.6666666666666666	0.6666666666666666	92	1.0	CD79A; CD27; CD19
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	BASAL/STROMAL CELL	BASAL STROMAL CELL	epithelial	3	1	0.3333333333333333	0	0			122	0.3333333333333333	BCAM
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	BS1	BS 1		4	4	1.0	0	0			0		CCL2; IRF1; IL6; FGF7
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	BS2	BS 2		5	3	0.6	0	0			0		MYH11; ACTG2; DES
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	ED1	ED 1		3	3	1.0	0	0			0		RGCC; KDR; CD34
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	ED7	ED 7		5	2	0.4	0	0			0		DCN; LUM
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	ENDOTHELIAL CELL	ENDOTHELIAL CELL	endothelial	3	3	1.0	27	115	1.0	1.0	74	1.0	VWF; CDH5; ACKR1
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	EP2	EP 2		3	3	1.0	0	0			0		CD74; HMGB2; CDK1
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	EPITHELIAL CELL	EPITHELIAL CELL	epithelial	3	3	1.0	6	11	0.3333333333333333	0.3333333333333333	122	1.0	ODAM; KRT19; KRT14
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	MAST CELL	MAST CELL		4	4	1.0	14	19	1.0	1.0	0		CPA3; KIT; TPSAB1; TPSB2
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	OSTEO-LIKE CELL	OSTEO LIKE CELL		4	4	1.0	0	0			0		COL1A1; OMD; CTSK; TNFRSF11B
hca	0410_10.3389_fcell.2021.820274_b0973e038f	hca:0410_10.3389_fcell.2021.820274_b0973e038f	T CELL	T CELL	T cell	3	3	1.0	37	68	1.0	1.0	255	1.0	NKG7; CD3D; TRAC
hca	0412_10.1038_s41598-019-57110-6_5feef6086a	hca:0412_10.1038_s41598-019-57110-6_5feef6086a	PCV ENDOTHELIAL CELL	PCV ENDOTHELIAL CELL	endothelial	3	3	1.0	0	0			74	1.0	PLVAP; ACKR1; CCL14
hca	0412_10.1038_s41598-019-57110-6_5feef6086a	hca:0412_10.1038_s41598-019-57110-6_5feef6086a	SATELLITE CELL	SATELLITE CELL		4	4	1.0	0	0			0		EGR1; CYR61; FOS; JUNB
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	B CELL	B CELL	B cell	5	4	0.8	29	48	0.6	0.75	92	0.6	IRF8; MS4A1; REL; TGIF1
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	CLASSICAL MONOCYTE	CLASSICAL MONOCYTE	monocyte/macrophage	6	5	0.8333333333333334	1	7	0.0	0.0	199	0.16666666666666666	ELF2; NFE2; ETV6; HCFC1; ELK3
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	FCN3_LEC	FCN 3 LEC		6	6	1.0	0	0			0		CD4; LYVE1; OIT3; CD14; CLEC4G; PECAM1
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	FIBROBLAST	FIBROBLAST	fibroblast/stromal	5	5	1.0	28	92	1.0	1.0	148	1.0	DCN; MMP2; SFRP2; FBLN2; MFAP5
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	FIBSMO CELL	FIBSMO CELL		6	6	1.0	0	0			0		PLAT; COL1A1; BMP5; BMP4; ID1; COL3A1
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	MACROPHAGE	MACROPHAGE	monocyte/macrophage	8	3	0.375	28	68	0.375	0.6666666666666666	199	0.75	VSIG4; C1QC; C1QB
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	MONOCYTE	MONOCYTE	monocyte/macrophage	4	4	1.0	23	64	0.5	0.5	199	1.0	VCAN; S100A8; S100A9; S100A12
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	NON-CLASSICAL MONOCYTE	NON CLASSICAL MONOCYTE	monocyte/macrophage	6	0	0.0	1	6	0.0		199	0.6666666666666666	
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	SMALL INTESTINE EPITHELIAL CELL	SMALL INTESTINE EPITHELIAL CELL	epithelial	6	5	0.8333333333333334	0	0			123	0.0	HNF4A; CDX1; NR1I2; HNF4G; CDX2
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	SMOOTH MUSCLE CELL	SMOOTH MUSCLE CELL	fibroblast/stromal	5	5	1.0	8	15	0.4	0.4	148	0.8	MYLK; MEF2C; CAV1; ACTA2; MYH11
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	T EFF	T EFF		3	2	0.6666666666666666	0	0			0		TBX21; IRF1
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	T N	T N		4	3	0.75	0	0			0		TCF7; KLF2; LEF1
hca	0414_10.1186_s13059-020-02210-0_30c1533a3e	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	TUFF CELL	TUFF CELL		3	3	1.0	0	0			0		MTA3; POU2F3; POU2F1
hca	0415_10.1038_s41467-020-20358-y_582bbd075a	hca:0415_10.1038_s41467-020-20358-y_582bbd075a	SMOOTH MUSCLE CELL	SMOOTH MUSCLE CELL	fibroblast/stromal	3	3	1.0	8	17	0.6666666666666666	0.6666666666666666	149	1.0	TAGLN; PLN; MT1A
hca	0416_10.1126_science.aat1699_46d73cdfcb	hca:0416_10.1126_science.aat1699_46d73cdfcb	PT1	PT 1		3	3	1.0	2	9	0.3333333333333333	0.3333333333333333	0		SLC17A3; VCAM1; SLC7A13
hca	0416_10.1126_science.aat1699_46d73cdfcb	hca:0416_10.1126_science.aat1699_46d73cdfcb	TE1	TE 1		3	2	0.6666666666666666	0	0			0		FLT4; KDR
hca	0416_10.1126_science.aat1699_46d73cdfcb	hca:0416_10.1126_science.aat1699_46d73cdfcb	TE2	TE 2		3	2	0.6666666666666666	0	0			0		VEGFC; ACKR1
hca	0417_10.1101_gr.212720.116_ba8d2583ab	hca:0417_10.1101_gr.212720.116_ba8d2583ab	BETA	BETA		5	5	1.0	1	3	0.0	0.0	0		TNS1; SIX3; SLC25A34; SLC2A2; MAFA
hca	0417_10.1101_gr.212720.116_ba8d2583ab	hca:0417_10.1101_gr.212720.116_ba8d2583ab	PP/GAMMA	PP GAMMA		4	4	1.0	0	0			0		SLC6A4; TPH1; CNTNAP5; ID4
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	DIFFERENTIATED KERATINOCYTE	DIFFERENTIATED KERATINOCYTE	epithelial	4	4	1.0	0	0			123	0.75	KRT1; KRT10; KRTDAP; SBSN
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	EPIDERMAL STEM CELL	EPIDERMAL STEM CELL		5	5	1.0	0	0			0		TP63; ITGA6; ITGB1; KRT5; KRT14
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	ERYTHROCYTE	ERYTHROCYTE		3	3	1.0	2	4	1.0	1.0	0		HBA2; HBA1; HBB
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	FIBROBLAST	FIBROBLAST	fibroblast/stromal	5	5	1.0	28	92	1.0	1.0	147	1.0	DCN; VIM; PDGFRA; LUM; COL1A2
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	LYMPHATIC ENDOTHELIAL CELL	LYMPHATIC ENDOTHELIAL CELL	endothelial	3	2	0.6666666666666666	3	8	0.6666666666666666	1.0	73	1.0	PROX1; LYVE1
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	MACROPHAGES AND DENDRITIC CELLS	MACROPHAGES AND DENDRITIC CELLS	monocyte/macrophage	5	5	1.0	0	0			202	1.0	LYZ; CD68; ITGAX; HLA-DRA; AIF1
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	MELANOCYTE	MELANOCYTE		4	4	1.0	6	21	1.0	1.0	0		DCT; TYRP1; MLANA; PMEL
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	PAPILLARY FIBROBLAST	PAPILLARY FIBROBLAST	fibroblast/stromal	5	5	1.0	0	0			147	0.2	PTGDS; APCDD1; COLEC12; AXIN2; COL18A1
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	PERICYTE	PERICYTE	fibroblast/stromal	3	3	1.0	13	27	1.0	1.0	147	1.0	ACTA2; PDGFRB; RGS5
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	T CELL	T CELL	T cell	4	4	1.0	37	68	1.0	1.0	255	1.0	CD3D; LCK; CD3E; CD3G
hca	0418_10.1038_s42003-020-0922-4_8904851286	hca:0418_10.1038_s42003-020-0922-4_8904851286	VASCULAR ENDOTHELIAL CELL	VASCULAR ENDOTHELIAL CELL	endothelial	4	3	0.75	1	3	0.25	0.3333333333333333	73	1.0	SELE; VWF; CDH5
hca	0419_10.1038_s41588-021-00806-1_d66603cd99	hca:0419_10.1038_s41588-021-00806-1_d66603cd99	BRIDGE POPULATION	BRIDGE POPULATION		3	3	1.0	0	0			0		ASCL1; HAND2; ERBB4
hca	0419_10.1038_s41588-021-00806-1_d66603cd99	hca:0419_10.1038_s41588-021-00806-1_d66603cd99	CHROMAFFIN CELL	CHROMAFFIN CELL		8	8	1.0	0	0			0		CHGA; DBH; CDKN1C; DDC; PNMT; CARTPT; INSM1; TH
hca	0419_10.1038_s41588-021-00806-1_d66603cd99	hca:0419_10.1038_s41588-021-00806-1_d66603cd99	NEUROBLAST	NEUROBLAST		15	15	1.0	1	3	0.0	0.0	0		TFAP2B; ISL1; IL7; STMN2; NEFM; GATA3; NPY; SOX4; MEIS2; PRPH; ALK; GAP43; SOX11; SYN3; NTRK1
hca	0419_10.1038_s41588-021-00806-1_d66603cd99	hca:0419_10.1038_s41588-021-00806-1_d66603cd99	SCP	SCP		4	4	1.0	0	0			0		ERBB3; CDH19; SOX10; PLP1
hca	0420_10.1111_cas.15979_052ebae233	hca:0420_10.1111_cas.15979_052ebae233	CAF	CAF	fibroblast/stromal	5	4	0.8	1	3	0.0	0.0	148	0.6	FAP; MMP2; MMP3; MMP1
hca	0420_10.1111_cas.15979_052ebae233	hca:0420_10.1111_cas.15979_052ebae233	CD8+ CYTOTOXIC T CELL	CD 8 CYTOTOXIC T CELL	T cell	5	5	1.0	0	0			254	1.0	GZMB; NKG7; GZMK; GZMA; PRF1
hca	0420_10.1111_cas.15979_052ebae233	hca:0420_10.1111_cas.15979_052ebae233	ELASTIC FIBROBLAST	ELASTIC FIBROBLAST	fibroblast/stromal	3	3	1.0	0	0			148	1.0	FBLN1; MFAP4; MFAP5
hca	0420_10.1111_cas.15979_052ebae233	hca:0420_10.1111_cas.15979_052ebae233	EXHAUSTED CD8+ T CELL	EXHAUSTED CD 8 T CELL	T cell	6	6	1.0	3	16	0.5	0.5	254	1.0	LAG3; HAVCR2; CTLA4; TIGIT; PDCD1; LAYN
hca	0420_10.1111_cas.15979_052ebae233	hca:0420_10.1111_cas.15979_052ebae233	GERM‐LIKE EPITHELIAL CELL	GERMLIKE EPITHELIAL CELL	epithelial	5	5	1.0	0	0			123	0.2	MAGEB2; MAGEA10; CTAG2; MAGEA4; MAGEA1
hca	0420_10.1111_cas.15979_052ebae233	hca:0420_10.1111_cas.15979_052ebae233	LYMPHATIC ENDOTHELIAL CELL	LYMPHATIC ENDOTHELIAL CELL	endothelial	3	2	0.6666666666666666	3	7	0.3333333333333333	0.5	73	1.0	IGF1; PROX1
hca	0420_10.1111_cas.15979_052ebae233	hca:0420_10.1111_cas.15979_052ebae233	MACROPHAGE	MACROPHAGE	monocyte/macrophage	3	3	1.0	28	73	1.0	1.0	202	1.0	CD68; CD14; FCGR3A
hca	0420_10.1111_cas.15979_052ebae233	hca:0420_10.1111_cas.15979_052ebae233	MEMORY B CELL	MEMORY B CELL	B cell	3	3	1.0	4	20	1.0	1.0	92	1.0	CD27; MS4A1; CD19
hca	0420_10.1111_cas.15979_052ebae233	hca:0420_10.1111_cas.15979_052ebae233	VENOUS ENDOTHELIAL CELL	VENOUS ENDOTHELIAL CELL	endothelial	3	3	1.0	0	0			73	1.0	VCAM1; ACKR1; CCL14
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	ASTROCYTE	ASTROCYTE		8	8	1.0	7	24	0.25	0.25	0		MT3; MT1G; GFAP; SLC14A1; AQP4; AGT; MT1F; RYR3
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	BRAIN-RESIDENT T CELL	BRAIN RESIDENT T CELL	T cell	10	4	0.4	0	0			254	0.7	GNLY; SKAP1; CD96; CD3E
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	ENDOTHELIAL CELL	ENDOTHELIAL CELL	endothelial	9	9	1.0	27	109	0.3333333333333333	0.3333333333333333	74	0.4444444444444444	CFH; TFPI; ADGRF5; FN1; ANXA1; EBF1; COL1A2; CAVIN2; CLDN5
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	EXCITATORY NEURON	EXCITATORY NEURON		9	9	1.0	4	21	0.2222222222222222	0.2222222222222222	0		SLC17A7; HPCAL1; DCLK1; CDH13; HPCA; SYN2; NPTX1; CCK; ERC2
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	EXCITATORY NEURON SUBCLUSTER 1	EXCITATORY NEURON SUBCLUSTER 1		3	3	1.0	0	0			0		CUX2; CBLN2; HS6ST3
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	EXCITATORY NEURON SUBCLUSTER 2	EXCITATORY NEURON SUBCLUSTER 2		3	3	1.0	0	0			0		POU6F2; FOXP2; TSHZ2
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	EXCITATORY NEURON SUBCLUSTER 3	EXCITATORY NEURON SUBCLUSTER 3		3	3	1.0	0	0			0		CADPS2; NRG1; NEFL
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	INHIBITORY NEURON SUBCLUSTER 1	INHIBITORY NEURON SUBCLUSTER 1		3	3	1.0	0	0			0		RGS12; GALNTL6; ADARB2
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	INHIBITORY NEURON SUBCLUSTER 2	INHIBITORY NEURON SUBCLUSTER 2		3	3	1.0	0	0			0		SOX6; KIAA1217; NXPH1
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	INHIBITORY NEURON SUBCLUSTER 3	INHIBITORY NEURON SUBCLUSTER 3		3	3	1.0	0	0			0		FGF13; UNC13C; TMEM132D
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	MICROGLIA	MICROGLIA	monocyte/macrophage	17	17	1.0	17	79	0.23529411764705882	0.23529411764705882	202	0.5294117647058824	IL4R; STX4; JAK3; DOCK8; BCL6; PADI2; NUPL2; NFKBIZ; SPP1; RUNX1; NFKBID; STAT3; ITGAM; FOS; CD14; CD163; LRRK2
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	OLIGODENDROCYTE	OLIGODENDROCYTE		6	6	1.0	6	12	0.3333333333333333	0.3333333333333333	0		ANLN; PLP1; ERMN; ST18; CNP; MBP
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	OLIGODENDROCYTE PRECURSOR CELL	OLIGODENDROCYTE PRECURSOR CELL		4	4	1.0	0	0			0		TNR; PDGFRA; MEGF11; LHFPL3
hca	0421_10.1101_2022.02.14.480397_c10e165496	hca:0421_10.1101_2022.02.14.480397_c10e165496	T CELL	T CELL	T cell	6	0	0.0	37	65	0.5		254	0.5	
hca	0422_10.1038_s41591-020-1040-z_d966e12866	hca:0422_10.1038_s41591-020-1040-z_d966e12866	LYMPHOCYTE	LYMPHOCYTE		5	4	0.8	4	15	0.0	0.0	0		IL2RB; CD69; IL2RG; NCAM1
hca	0422_10.1038_s41591-020-1040-z_d966e12866	hca:0422_10.1038_s41591-020-1040-z_d966e12866	SMOOTH MUSCLE CELL	SMOOTH MUSCLE CELL	fibroblast/stromal	3	3	1.0	8	15	0.0	0.0	148	1.0	MCAM; SUSD2; PDGFRB
hca	0422_10.1038_s41591-020-1040-z_d966e12866	hca:0422_10.1038_s41591-020-1040-z_d966e12866	STROMAL FIBROBLAST	STROMAL FIBROBLAST	fibroblast/stromal	11	11	1.0	0	0			148	0.36363636363636365	YBX3; ACTA2; DKK1; CRYAB; ZBTB16; BHLHE40; FOXO1; ATF3; IL15; STAT3; CEBPD
hca	0422_10.1038_s41591-020-1040-z_d966e12866	hca:0422_10.1038_s41591-020-1040-z_d966e12866	UNCILIATED EPITHELIA	UNCILIATED EPITHELIA		20	19	0.95	0	0			0		PAEP; PAX8; FOSB; FOXA2; LGR5; CXCL14; IGFBP1; FOS; DDIT3; NUPR1; IRX3; JUN; ZBTB20; MITF; MAOA; MTF1; DPP4; MT1F; GPX3
